iter	MultiClass
318	0.2972861252
319	0.2970995095
320	0.2966874951
321	0.2964192866
322	0.2957270621
323	0.2954947932
324	0.2952166458
325	0.2948005764
326	0.2946242113
327	0.294431403
328	0.2939942553
329	0.2933453477
330	0.2928441992
331	0.2923266229
332	0.2920613723
333	0.2917940053
334	0.2914618009
335	0.2910710939
336	0.2905969026
337	0.2900966576
338	0.2896881284
339	0.289413517
340	0.28913578
341	0.2887070591
342	0.2883434875
343	0.2880526287
344	0.2879095517
345	0.2872376151
346	0.2868631343
347	0.2864462913
348	0.2862571424
349	0.2857813009
350	0.2854797112
351	0.2851430367
352	0.2848475813
353	0.2845899433
354	0.2844593415
355	0.2839049127
356	0.2835116209
357	0.2832480716
358	0.2830779302
359	0.2827479241
360	0.2825221571
361	0.2821614213
362	0.2820634937
363	0.2816255761
364	0.2814236332
365	0.2811493959
366	0.280816646
367	0.2804626569
368	0.2801272926
369	0.2797002886
370	0.2791003059
371	0.2785920811
372	0.2783795644
373	0.2780920115
374	0.2776207927
375	0.277089792
376	0.2768757497
377	0.2767257267
378	0.2763538453
379	0.275900062
380	0.2755092898
381	0.275180897
382	0.2748492588
383	0.2744016939
384	0.2741352364
385	0.2739455221
386	0.2735897977
387	0.2731030118
388	0.2728217237
389	0.2726604319
390	0.2721457673
391	0.2718676925
392	0.2716198168
393	0.2710972474
394	0.2708695234
395	0.2704427581
396	0.2701795815
397	0.2698683811
398	0.2695179952
399	0.2691150205
400	0.2689999161
401	0.2687844468
402	0.268526328
403	0.2681399289
404	0.2678529628
405	0.2676056887
406	0.2672864683
407	0.2669974837
408	0.2668603017
409	0.2664939175
410	0.2661328005
411	0.2658070556
412	0.2655259441
413	0.2652932444
414	0.2649859163
415	0.2646558532
416	0.2641988848
417	0.2636719279
418	0.2634776104
419	0.2632924069
420	0.2630721476
421	0.2626599675
422	0.2623207268
423	0.2620588411
424	0.2617346482
425	0.2615733781
426	0.2608935025
427	0.2607113873
428	0.2604119025
429	0.2601376178
430	0.2599577149
431	0.2597992553
432	0.2593723402
433	0.2592228218
434	0.2590420384
435	0.2587202541
436	0.2583692747
437	0.2581663155
438	0.2577467494
439	0.257340661
440	0.2570971981
441	0.256890363
442	0.256425097
443	0.2560657367
444	0.255632867
445	0.2553734105
446	0.2552609748
447	0.2550527842
448	0.2547122882
449	0.2543447637
450	0.2541870029
451	0.2538529301
452	0.2537208188
453	0.2534312818
454	0.2531056972
455	0.2528726504
456	0.2525931628
457	0.2524038556
458	0.2522923916
459	0.2520591524
460	0.2517941777
461	0.2515824028
462	0.2512011805
463	0.2509410355
464	0.2504690733
465	0.2499093748
466	0.2495782199
467	0.2493229981
468	0.2491142575
469	0.2488946295
470	0.2486207543
471	0.2485465747
472	0.2481237404
473	0.2478497369
474	0.2477028419
475	0.2473956543
476	0.2472664004
477	0.2469161777
478	0.2464985394
479	0.2458697777
480	0.245640742
481	0.245477466
482	0.24512379
483	0.244895479
484	0.2447811901
485	0.2442882958
486	0.2438887543
487	0.2435865603
488	0.2434953543
489	0.2433157382
490	0.2431468477
491	0.2428897449
492	0.2426720623
493	0.2424464922
494	0.2419875224
495	0.241686919
496	0.2415711418
497	0.2411844544
498	0.2407165626
499	0.2405481274
500	0.2402607614
501	0.2399933047
502	0.2397356861
503	0.239425273
504	0.2392707471
505	0.2390215844
506	0.2387939664
507	0.2385486999
508	0.2382596557
509	0.2381182565
510	0.2377590461
511	0.2375023669
512	0.2373412805
513	0.2370025078
514	0.2367245066
515	0.2364451163
516	0.2362609914
517	0.2359535969
518	0.2357745988
519	0.2355605619
520	0.2352270715
521	0.2349724243
522	0.2346753827
523	0.2343755218
524	0.2342219412
525	0.2339094951
526	0.2337849339
527	0.2335128618
528	0.2332457107
529	0.2329543144
530	0.2327828689
531	0.2324943737
532	0.2323665974
533	0.2320805395
534	0.2318305788
535	0.2316995636
536	0.2315276928
537	0.2313047628
538	0.230925879
539	0.2306925837
540	0.2302826547
541	0.230212667
542	0.2300068702
543	0.2298553255
544	0.2295429137
545	0.2293955091
546	0.2291283548
547	0.2288588351
548	0.2284194119
549	0.2280982227
550	0.2279268141
551	0.2276921406
552	0.227447989
553	0.2271548004
554	0.2270284623
555	0.2268380072
556	0.2264871396
557	0.2263091082
558	0.2259865525
559	0.2257424422
560	0.2255277429
561	0.2252242404
562	0.2250202652
563	0.2247462804
564	0.2244235006
565	0.2239762551
566	0.223798198
567	0.2235012495
568	0.2232705047
569	0.2230276316
570	0.222673505
571	0.2224316985
572	0.2221687413
573	0.2219979596
574	0.2216168745
575	0.221264748
576	0.2210439391
577	0.2208423963
578	0.2206340719
579	0.2205035381
580	0.2202420553
581	0.2198373636
582	0.2192735558
583	0.2191161408
584	0.2188414907
585	0.2186968935
586	0.2185657973
587	0.2183923665
588	0.2182075348
589	0.2179740452
590	0.2177709608
591	0.2174197167
592	0.2171711391
593	0.217005124
594	0.2167227811
595	0.2164904373
596	0.2163210348
597	0.2161460787
598	0.2158522725
599	0.2156669279
600	0.2151970057
601	0.2150986458
602	0.2148441167
603	0.2145988658
604	0.2144504618
605	0.2143336865
606	0.2139857895
607	0.2138271193
608	0.2136082989
609	0.213347212
610	0.2130166469
611	0.2126625743
612	0.2123864395
613	0.212238293
614	0.2120940136
615	0.2118711482
616	0.2117572903
617	0.2114747395
618	0.2113050387
619	0.2110761385
620	0.2108590479
621	0.2105217331
622	0.2104063134
623	0.2101540718
624	0.2097128791
625	0.20944247
626	0.2093356744
627	0.2091710296
628	0.2089148874
629	0.2087552481
630	0.2086074859
631	0.2081512373
632	0.2078285996
633	0.2077345682
634	0.2074485723
635	0.2073303732
636	0.2071525556
637	0.2070721438
638	0.206890735
639	0.2066202538
640	0.2064930012
641	0.2062505935
642	0.2060740177
643	0.2059357823
644	0.2056236332
645	0.2055492773
646	0.2053215873
647	0.2051771553
648	0.2050413052
649	0.2048477318
650	0.2046693253
651	0.2045181961
652	0.2043684243
653	0.204001207
654	0.2038770041
655	0.2037932815
656	0.2035832323
657	0.2034205222
658	0.20321405
659	0.203027265
660	0.2028690594
661	0.2026585765
662	0.2024899824
663	0.2023398135
664	0.2020493308
665	0.2017226793
666	0.201587397
667	0.2013661572
668	0.2010315515
669	0.200694223
670	0.2005521606
671	0.2003121508
672	0.2001240288
673	0.1999444311
674	0.1997944917
675	0.1995804827
676	0.1992349978
677	0.1988795819
678	0.1986687543
679	0.1984807913
680	0.1983209818
681	0.1981912882
682	0.1981079689
683	0.1978888908
684	0.1976517265
685	0.1975617569
686	0.1974210033
687	0.1972785102
688	0.1971797642
689	0.1970409346
690	0.1966901415
691	0.1962968585
692	0.1960773155
693	0.1959412472
694	0.1957450671
695	0.1956075285
696	0.1952630969
697	0.1951060148
698	0.1949468575
699	0.1946552177
700	0.1942321914
701	0.1941680322
702	0.1940520793
703	0.1938728278
704	0.1935905851
705	0.1935411345
706	0.1933317481
707	0.1931891904
708	0.1930306347
709	0.1927314788
710	0.1925880753
711	0.1924233951
712	0.1922294979
713	0.1921519506
714	0.192064825
715	0.1919529677
716	0.1917835773
717	0.1916107809
718	0.1914957495
719	0.1913291805
720	0.1911490578
721	0.1909669929
722	0.1907586245
723	0.190640008
724	0.1904754079
725	0.1901387379
726	0.1898856541
727	0.1896840152
728	0.1895995738
729	0.1894193752
730	0.1892334225
731	0.1891424969
732	0.1890124212
733	0.1888741742
734	0.1887613054
735	0.1884516353
736	0.1881938986
737	0.1880538681
738	0.1878449826
739	0.1877571518
740	0.1876098143
741	0.1875147586
742	0.1873243927
743	0.1871649815
744	0.1869896396
745	0.1868204283
746	0.1864528467
747	0.1863326562
748	0.1862333469
749	0.1859369429
750	0.185684094
751	0.1855206582
752	0.1854066513
753	0.1851822731
754	0.1850286912
755	0.1848645775
756	0.1846011638
757	0.1844679244
758	0.1843448064
759	0.1840170403
760	0.1837788279
761	0.1835447498
762	0.1833267147
763	0.1832142385
764	0.183039374
765	0.1827832676
766	0.182696004
767	0.1825068038
768	0.1823179622
769	0.1822062528
770	0.1821425104
771	0.1819891048
772	0.181839143
773	0.1815966604
774	0.1814056356
775	0.1812349912
776	0.1811282242
777	0.180817508
778	0.1805057238
779	0.1803032801
780	0.1801330411
781	0.1799939679
782	0.1798167098
783	0.1796980363
784	0.179532418
785	0.1793960507
786	0.1792867879
787	0.1791817469
788	0.179093416
789	0.1788853754
790	0.1785597536
791	0.1784225247
792	0.1782868425
793	0.1781662786
794	0.1780191807
795	0.177940125
796	0.1777400708
797	0.1775666216
798	0.1774193736
799	0.1772499095
800	0.1770500581
801	0.1769559307
802	0.1767613237
803	0.1766155899
804	0.176477037
805	0.1762976079
806	0.1761830427
807	0.1760579985
808	0.1759590593
809	0.1757551213
810	0.1756243612
811	0.1755551853
812	0.1754236708
813	0.1751935599
814	0.1749873543
815	0.1747990738
816	0.1745476909
817	0.174462065
818	0.1741995203
819	0.1740675324
820	0.1739180721
821	0.1736009189
822	0.173494236
823	0.1734112411
824	0.173256368
825	0.1731253017
826	0.173035533
827	0.1729603586
828	0.172805489
829	0.1726484881
830	0.1724585816
831	0.1723643498
832	0.1721549063
833	0.1719161846
834	0.1717310511
835	0.1714372798
836	0.1712165615
837	0.1711208025
838	0.1710030328
839	0.1708849133
840	0.1707561502
841	0.170627252
842	0.1705044691
843	0.1701986709
844	0.1700965548
845	0.1699976223
846	0.1699002468
847	0.1696248625
848	0.1694745843
849	0.1693830771
850	0.1692221739
851	0.1691052934
852	0.1688900268
853	0.1685000605
854	0.1683159834
855	0.1681779998
856	0.1677759907
857	0.1675994963
858	0.1673327038
859	0.1672872031
860	0.1669847851
861	0.1669079869
862	0.1667527779
863	0.1665015185
864	0.1662766917
865	0.1662024728
866	0.1660311198
867	0.1659240415
868	0.1657949679
869	0.1656728681
870	0.1655495892
871	0.1654394166
872	0.1653830922
873	0.1650812134
874	0.1647949369
875	0.1644730352
876	0.1643063723
877	0.1640732466
878	0.1639601599
879	0.1638624084
880	0.1636827095
881	0.1635238195
882	0.1632816029
883	0.1630597009
884	0.1628088785
885	0.162747062
886	0.1626386663
887	0.1625759627
888	0.1625211104
889	0.1623753511
890	0.1623033084
891	0.1620452527
892	0.1619549278
893	0.161724697
894	0.1615411785
895	0.1613873331
896	0.1612388703
897	0.1608486146
898	0.1607005617
899	0.1604965874
900	0.1602607585
901	0.1600989885
902	0.1598778587
903	0.1595671804
904	0.1593777855
905	0.1591137995
906	0.1588059033
907	0.1586067702
908	0.1584683883
909	0.1582964397
910	0.1581291489
911	0.1579810715
912	0.1579074285
913	0.1578110741
914	0.1576864592
915	0.1575176248
916	0.1574151158
917	0.1572766591
918	0.1572023702
919	0.1571411299
920	0.156921684
921	0.1568476241
922	0.1566843082
923	0.1565109463
924	0.1564244891
925	0.1563208071
926	0.1561905674
927	0.1560569324
928	0.1559853765
929	0.1559394468
930	0.1556926382
931	0.1555504631
932	0.1553949633
933	0.1552770606
934	0.155131079
935	0.154993164
936	0.1549409158
937	0.1548361733
938	0.1547032193
939	0.1544944381
940	0.1543712931
941	0.1542580989
942	0.1541441983
943	0.1540409983
944	0.1538526141
945	0.1537704395
946	0.1535765024
947	0.1534535325
948	0.1533024196
949	0.1531802633
950	0.1529786487
951	0.1527842699
952	0.1526569542
953	0.1525589918
954	0.1523915487
955	0.1522939849
956	0.1520788046
957	0.1518808322
958	0.1517302547
959	0.1516239532
960	0.1514673887
961	0.1513902687
962	0.1512110466
963	0.1510397771
964	0.1509437434
965	0.1507862823
966	0.1506663056
967	0.1505678492
968	0.1504325364
969	0.1502595668
970	0.1501306268
971	0.1500376482
972	0.1499464583
973	0.1498610344
974	0.1497400848
975	0.1495912015
976	0.1493522173
977	0.1492786186
978	0.1491453205
979	0.1490292985
980	0.1489421007
981	0.1487504214
982	0.1485586697
983	0.1483677637
984	0.148194961
985	0.1481189206
986	0.1479982289
987	0.1477652961
988	0.147599198
989	0.1474286411
990	0.1472003008
991	0.1469838252
992	0.1468964399
993	0.1466569678
994	0.1465328951
995	0.146461603
996	0.146228851
997	0.146084601
998	0.1458785685
999	0.1456198918
281
999	0.09559926064
	0.06671190837
987	0.06660924344
988	0.06654464345
989	0.06651552874
990	0.06640814106
991	0.0662637711
992	0.06621336052
993	0.06612160773
994	0.06596465836
995	0.06586568785
996	0.06580345634
997	0.06576465003
998	0.0657249093
999	0.06568247348
73
980	0.02461524836
981	0.02458972634
982	0.02455698243
983	0.02452836386
984	0.02449272368
985	0.02444551138
986	0.02443341718
987	0.0244142776
988	0.0243903622
989	0.02437570135
990	0.02435895776
991	0.02430111678
992	0.02427252911
993	0.02424495837
994	0.02422280807
995	0.02420954865
996	0.02416299912
997	0.02412083083
998	0.02407980212
999	0.02404159289
